Periodo,ID,Especialidad del momento,Codigo curso,Nombre curso,Nota
201220,135,INGE,ICE3210,ANALISIS DE CIRCUITOS,5.1
201220,135,INGE,ICE3210,ANALISIS DE CIRCUITOS,5.1
201220,135,INGE,ING2152,MECANICA RACIONAL II,5.6
201220,135,INGE,ING2152,MECANICA RACIONAL II,5.6
201220,135,INGE,ING3520,ESTADISTICA APLICADA,5.5
201220,135,INGE,ING3520,ESTADISTICA APLICADA,5.5
201220,135,INGE,IOC3150,MATEMATICAS APLICADAS,5.2
201220,135,INGE,IOC3150,MATEMATICAS APLICADAS,5.2
201220,916,INGO,CEG2006,DE BEETHOVEN A PIAZZOLA,6.1
201220,916,INGO,CEG2006,DE BEETHOVEN A PIAZZOLA,6.1
201220,916,INGO,ING5230,ORAL PERFORMANCE,5.1
201220,916,INGO,ING5230,ORAL PERFORMANCE,5.1
201220,916,INGO,ING5411,CRITICAL THOUGHT,5.7
201220,916,INGO,ING5411,CRITICAL THOUGHT,5.7
201220,916,INGO,ING5510,MICROECONOMIA,5.9
201220,916,INGO,ING5510,MICROECONOMIA,5.9
201220,916,INGO,ING6410,PROFESSIONAL PAPERS IN ENGINEERING,5.8
201220,916,INGO,ING6410,PROFESSIONAL PAPERS IN ENGINEERING,5.8
201220,916,INGO,IOC4110,MECANICA DE FLUIDOS APLICADA,5.4
201220,916,INGO,IOC4110,MECANICA DE FLUIDOS APLICADA,5.4
201220,916,INGO,IOC4140,SISTEMA DE TRANSPORTES,5.3
201220,916,INGO,IOC4140,SISTEMA DE TRANSPORTES,5.3
201220,2141,#N/A,ING6110,GESTION ESTRATEGICA,5.8
201220,2141,#N/A,ING6110,GESTION ESTRATEGICA,5.8
201220,2141,#N/A,ING6210,MEMORIA,6.5
201220,2141,#N/A,ING6210,MEMORIA,6.5
201220,816,INGO,CEG1010,HISTORIA DE LA UNIVERSIDAD:DE SOCRATES A WIKIPEDIA,5.4
201220,816,INGO,CEG1010,HISTORIA DE LA UNIVERSIDAD:DE SOCRATES A WIKIPEDIA,5.4
201220,816,INGO,FRM1100,TEOLOGIA I,4.3
201220,816,INGO,FRM1100,TEOLOGIA I,4.3
201220,816,INGO,ING2121,MECANICA RACIONAL I,4.1
201220,816,INGO,ING2121,MECANICA RACIONAL I,4.1
201220,816,INGO,ING2140,ALGEBRA LINEAL,5.0
201220,816,INGO,ING2140,ALGEBRA LINEAL,5.0
201220,816,INGO,INM0002,INGLES PARA PROPOSITOS ACADEMICOS II,5.7
201220,816,INGO,INM0002,INGLES PARA PROPOSITOS ACADEMICOS II,5.7
201220,138126,INGI,ING5230,ORAL PERFORMANCE,5.8
201220,138126,INGI,ING5230,ORAL PERFORMANCE,5.8
201220,138126,INGI,ING6210,MEMORIA,7.0
201220,138126,INGI,ING6210,MEMORIA,7.0
201220,931535,INGI,ING3120,MECANICA DE FLUIDOS,4.2
201220,931535,INGI,ING3120,MECANICA DE FLUIDOS,4.2
201220,931535,INGI,ING4130,BASES DE DATOS APLICADAS,1.0
201220,931535,INGI,ING4130,BASES DE DATOS APLICADAS,1.0
201220,6615148,INGO,ING3120,MECANICA DE FLUIDOS,5.0
201220,6615148,INGO,ING3120,MECANICA DE FLUIDOS,5.0
201220,6615148,INGO,ING5411,CRITICAL THOUGHT,4.2
201220,6615148,INGO,ING5411,CRITICAL THOUGHT,4.2
201220,6615148,INGO,ING5510,MICROECONOMIA,1.0
201220,6615148,INGO,ING5510,MICROECONOMIA,1.0
201220,6615148,INGO,IOC4130,GEOLOGIA APLICADA A LA INGENIERIA,5.3
201220,6615148,INGO,IOC4130,GEOLOGIA APLICADA A LA INGENIERIA,5.3
201220,695,INGO,ING5510,MICROECONOMIA,4.6
201220,695,INGO,ING5510,MICROECONOMIA,4.6
201220,695,INGO,IOC3150,MATEMATICAS APLICADAS,4.0
201220,695,INGO,IOC3150,MATEMATICAS APLICADAS,4.0
201220,695,INGO,IOC4140,SISTEMA DE TRANSPORTES,4.5
201220,695,INGO,IOC4140,SISTEMA DE TRANSPORTES,4.5
201220,695,INGO,IOC5320,CONSTRUCCION PESADA,5.7
201220,695,INGO,IOC5320,CONSTRUCCION PESADA,5.7
201220,7164276,INGE,ICE0657,ROBOTICA,4.8
201220,7164276,INGE,ICE0657,ROBOTICA,4.8
201220,7164276,INGE,ICE0665,CONTROL OPTIMO,5.2
201220,7164276,INGE,ICE0665,CONTROL OPTIMO,5.2
201220,7164276,INGE,ICE0666,COMUNICACIONES INALAMBRICAS,4.9
201220,7164276,INGE,ICE0666,COMUNICACIONES INALAMBRICAS,4.9
201220,7164276,INGE,ICE5220,PROYECTO DE DISEÑO ELECTRICO,4.8
201220,7164276,INGE,ICE5220,PROYECTO DE DISEÑO ELECTRICO,4.8
201220,7164276,INGE,ING4120,TEAM WORK IN ENGINEERING,4.3
201220,7164276,INGE,ING4120,TEAM WORK IN ENGINEERING,4.3
201220,7164276,INGE,ING5411,CRITICAL THOUGHT,4.2
201220,7164276,INGE,ING5411,CRITICAL THOUGHT,4.2
201220,9405046,INGI,CEG1000,HEROES DE LA HISTORIA DE CHILE,6.7
201220,9405046,INGI,CEG1000,HEROES DE LA HISTORIA DE CHILE,6.7
201220,9405046,INGI,ING1111,ALGEBRA,3.0
201220,9405046,INGI,ING1111,ALGEBRA,3.0
201220,9405046,INGI,ING1120,FISICA GENERAL I,4.5
201220,9405046,INGI,ING1120,FISICA GENERAL I,4.5
201220,9405046,INGI,ING1131,GEOMETRIA ANALITICA E INTRODUCCION AL CALCULO,2.0
201220,9405046,INGI,ING1131,GEOMETRIA ANALITICA E INTRODUCCION AL CALCULO,2.0
201220,9405046,INGI,ING1310,INTRODUCCION A LA COMPUTACION,1.6
201220,9405046,INGI,ING1310,INTRODUCCION A LA COMPUTACION,1.6
201220,9405046,INGI,ING1610,ANTROPOLOGIA FILOSOFICA,6.8
201220,9405046,INGI,ING1610,ANTROPOLOGIA FILOSOFICA,6.8
201220,11881373,INGE,ICE0657,ROBOTICA,4.8
201220,11881373,INGE,ICE0657,ROBOTICA,4.8
201220,11881373,INGE,ICE0666,COMUNICACIONES INALAMBRICAS,2.8
201220,11881373,INGE,ICE0666,COMUNICACIONES INALAMBRICAS,2.8
201220,11881373,INGE,ICE5220,PROYECTO DE DISEÑO ELECTRICO,5.0
201220,11881373,INGE,ICE5220,PROYECTO DE DISEÑO ELECTRICO,5.0
201220,11881373,INGE,ING5530,FINANZAS,2.0
201220,11881373,INGE,ING5530,FINANZAS,2.0
201220,13078358,INGO,ING5411,CRITICAL THOUGHT,4.7
201220,13078358,INGO,ING5411,CRITICAL THOUGHT,4.7
201220,13078358,INGO,ING6520,EVALUACION DE PROYECTOS,5.3
201220,13078358,INGO,ING6520,EVALUACION DE PROYECTOS,5.3
201220,13078358,INGO,IOC0651,ELEMENTOS FINITOS EN PROBLEMAS DE INGENIERIA,6.4
201220,13078358,INGO,IOC0651,ELEMENTOS FINITOS EN PROBLEMAS DE INGENIERIA,6.4
201220,13078358,INGO,IOC4140,SISTEMA DE TRANSPORTES,4.8
201220,13078358,INGO,IOC4140,SISTEMA DE TRANSPORTES,4.8
201220,13078358,INGO,IOC4240,ANALISIS CONCEPTUAL DE PROYECTOS,4.9
201220,13078358,INGO,IOC4240,ANALISIS CONCEPTUAL DE PROYECTOS,4.9
201220,13078358,INGO,IOC5310,ESTRUCTURAS DE HORMIGON ARMADO,5.2
201220,13078358,INGO,IOC5310,ESTRUCTURAS DE HORMIGON ARMADO,5.2
201220,13669596,INGI,ING0691,INVESTIGACION DE MERCADO,5.5
201220,13669596,INGI,ING0691,INVESTIGACION DE MERCADO,5.5
201220,13669596,INGI,ING3211,CIENCIA Y RESISTENCIA DE LOS MATERIALES,4.7
201220,13669596,INGI,ING3211,CIENCIA Y RESISTENCIA DE LOS MATERIALES,4.7
201220,13669596,INGI,ING5540,GESTION DE OPERACIONES,4.9
201220,13669596,INGI,ING5540,GESTION DE OPERACIONES,4.9
201220,13669596,INGI,ING6560,DISENO ORGANIZACIONAL Y RECURSOS HUMANOS,6.0
201220,13669596,INGI,ING6560,DISENO ORGANIZACIONAL Y RECURSOS HUMANOS,6.0
201220,14293934,#N/A,ING4110,CALCULO NUMERICO,4.0
201220,14293934,#N/A,ING4110,CALCULO NUMERICO,4.0
201220,14434937,INGI,ING0401,MINERIA DE DATOS PARA ANALISIS DE NEGOCIOS,3.7
201220,14434937,INGI,ING0401,MINERIA DE DATOS PARA ANALISIS DE NEGOCIOS,3.7
201220,14434937,INGI,ING2112,ETICA,4.8
201220,14434937,INGI,ING2112,ETICA,4.8
201220,14434937,INGI,ING3211,CIENCIA Y RESISTENCIA DE LOS MATERIALES,4.1
201220,14434937,INGI,ING3211,CIENCIA Y RESISTENCIA DE LOS MATERIALES,4.1
201220,14434937,INGI,ING4240,ECONOMETRIA,4.6
201220,14434937,INGI,ING4240,ECONOMETRIA,4.6
201220,14434937,INGI,ING5210,TERMOTECNIA,3.3
201220,14434937,INGI,ING5210,TERMOTECNIA,3.3
201220,14434937,INGI,ING5240,ORGANIZACION INDUSTRIAL,5.4
201220,14434937,INGI,ING5240,ORGANIZACION INDUSTRIAL,5.4
201220,14434937,INGI,ING6410,PROFESSIONAL PAPERS IN ENGINEERING,4.5
201220,14434937,INGI,ING6410,PROFESSIONAL PAPERS IN ENGINEERING,4.5
201220,14447402,#N/A,ING6210,MEMORIA,7.0
201220,14447402,#N/A,ING6210,MEMORIA,7.0
201220,14447402,#N/A,IOC0670,HORMIGON ARMADO AVANZADO,4.6
201220,14447402,#N/A,IOC0670,HORMIGON ARMADO AVANZADO,4.6
201220,14470258,#N/A,ING6110,GESTION ESTRATEGICA,5.2
201220,14470258,#N/A,ING6110,GESTION ESTRATEGICA,5.2
201220,14484286,INGO,ING5230,ORAL PERFORMANCE,4.4
201220,14484286,INGO,ING5230,ORAL PERFORMANCE,4.4
201220,14484286,INGO,ING5530,FINANZAS,4.7
201220,14484286,INGO,ING5530,FINANZAS,4.7
201220,14484286,INGO,ING6570,SEMINARIO DE TITULACION,4.9
201220,14484286,INGO,ING6570,SEMINARIO DE TITULACION,4.9
201220,14484286,INGO,IOC0685,PROYECTO DE VIALIDAD URBANA,5.3
201220,14484286,INGO,IOC0685,PROYECTO DE VIALIDAD URBANA,5.3
201220,14484286,INGO,IOC4120,MATERIALES DE CONSTRUCCION Y TECNOLOGIA DE HORMIGON,5.9
201220,14484286,INGO,IOC4120,MATERIALES DE CONSTRUCCION Y TECNOLOGIA DE HORMIGON,5.9
201220,14484286,INGO,IOC4130,GEOLOGIA APLICADA A LA INGENIERIA,5.5
201220,14484286,INGO,IOC4130,GEOLOGIA APLICADA A LA INGENIERIA,5.5
201220,14488006,INGI,ING0401,MINERIA DE DATOS PARA ANALISIS DE NEGOCIOS,5.0
201220,14488006,INGI,ING0401,MINERIA DE DATOS PARA ANALISIS DE NEGOCIOS,5.0
201220,14488006,INGI,ING4310,SISTEMAS DIGITALES,5.4
201220,14488006,INGI,ING4310,SISTEMAS DIGITALES,5.4
201220,14488006,INGI,ING5210,TERMOTECNIA,3.8
201220,14488006,INGI,ING5210,TERMOTECNIA,3.8
201220,14488006,INGI,ING6410,PROFESSIONAL PAPERS IN ENGINEERING,4.5
201220,14488006,INGI,ING6410,PROFESSIONAL PAPERS IN ENGINEERING,4.5
201220,14488006,INGI,ING6520,EVALUACION DE PROYECTOS,4.9
201220,14488006,INGI,ING6520,EVALUACION DE PROYECTOS,4.9
201220,14488006,INGI,ING6560,DISENO ORGANIZACIONAL Y RECURSOS HUMANOS,4.8
201220,14488006,INGI,ING6560,DISENO ORGANIZACIONAL Y RECURSOS HUMANOS,4.8
201220,14779786,#N/A,ING4110,CALCULO NUMERICO,5.3
201220,14779786,#N/A,ING4110,CALCULO NUMERICO,5.3
201220,14779786,#N/A,ING6210,MEMORIA,6.0
201220,14779786,#N/A,ING6210,MEMORIA,6.0
201220,15049129,INGI,ING0669,ADMINISTRACION DE LOS RIESGOS FINANCIEROS,4.8
201220,15049129,INGI,ING0669,ADMINISTRACION DE LOS RIESGOS FINANCIEROS,4.8
201220,15049129,INGI,ING0680,ESTUDIO DE CASOS APLICADOS EN FINANZAS,5.0
201220,15049129,INGI,ING0680,ESTUDIO DE CASOS APLICADOS EN FINANZAS,5.0
201220,15049129,INGI,ING6110,GESTION ESTRATEGICA,6.2
201220,15049129,INGI,ING6110,GESTION ESTRATEGICA,6.2
201220,15049129,INGI,ING6210,MEMORIA,5.5
201220,15049129,INGI,ING6210,MEMORIA,5.5
201220,15049129,INGI,ING6520,EVALUACION DE PROYECTOS,6.0
201220,15049129,INGI,ING6520,EVALUACION DE PROYECTOS,6.0
201220,15578246,INGI,ING0401,MINERIA DE DATOS PARA ANALISIS DE NEGOCIOS,4.3
201220,15578246,INGI,ING0401,MINERIA DE DATOS PARA ANALISIS DE NEGOCIOS,4.3
201220,15578246,INGI,ING0691,INVESTIGACION DE MERCADO,5.1
201220,15578246,INGI,ING0691,INVESTIGACION DE MERCADO,5.1
201220,15578246,INGI,ING4240,ECONOMETRIA,5.5
201220,15578246,INGI,ING4240,ECONOMETRIA,5.5
201220,15578246,INGI,ING6110,GESTION ESTRATEGICA,5.5
201220,15578246,INGI,ING6110,GESTION ESTRATEGICA,5.5
201220,15578246,INGI,ING6560,DISENO ORGANIZACIONAL Y RECURSOS HUMANOS,5.3
201220,15578246,INGI,ING6560,DISENO ORGANIZACIONAL Y RECURSOS HUMANOS,5.3
201220,15578246,INGI,ING6570,SEMINARIO DE TITULACION,5.1
201220,15578246,INGI,ING6570,SEMINARIO DE TITULACION,5.1
201220,457,INGI,ING3230,OPERACIONES UNITARIAS,6.5
201220,457,INGI,ING3230,OPERACIONES UNITARIAS,6.5
201220,457,INGI,ING4130,BASES DE DATOS APLICADAS,5.3
201220,457,INGI,ING4130,BASES DE DATOS APLICADAS,5.3
201220,457,INGI,ING4520,PROGRAMACION MATEMATICA,4.8
201220,457,INGI,ING4520,PROGRAMACION MATEMATICA,4.8
201220,457,INGI,ING5530,FINANZAS,4.9
201220,457,INGI,ING5530,FINANZAS,4.9
201220,457,INGI,ING6570,SEMINARIO DE TITULACION,6.3
201220,457,INGI,ING6570,SEMINARIO DE TITULACION,6.3
201220,15587826,INGI,ING0669,ADMINISTRACION DE LOS RIESGOS FINANCIEROS,4.8
201220,15587826,INGI,ING0669,ADMINISTRACION DE LOS RIESGOS FINANCIEROS,4.8
201220,15587826,INGI,ING0680,ESTUDIO DE CASOS APLICADOS EN FINANZAS,5.0
201220,15587826,INGI,ING0680,ESTUDIO DE CASOS APLICADOS EN FINANZAS,5.0
201220,15587826,INGI,ING0691,INVESTIGACION DE MERCADO,4.7
201220,15587826,INGI,ING0691,INVESTIGACION DE MERCADO,4.7
201220,15587826,INGI,ING6110,GESTION ESTRATEGICA,5.4
201220,15587826,INGI,ING6110,GESTION ESTRATEGICA,5.4
201220,15587826,INGI,ING6560,DISENO ORGANIZACIONAL Y RECURSOS HUMANOS,5.4
201220,15587826,INGI,ING6560,DISENO ORGANIZACIONAL Y RECURSOS HUMANOS,5.4
201220,15587826,INGI,ING6570,SEMINARIO DE TITULACION,4.0
201220,15587826,INGI,ING6570,SEMINARIO DE TITULACION,4.0
201220,15589446,#N/A,ING0401,MINERIA DE DATOS PARA ANALISIS DE NEGOCIOS,4.3
201220,15589446,#N/A,ING0401,MINERIA DE DATOS PARA ANALISIS DE NEGOCIOS,4.3
201220,15589446,#N/A,ING0669,ADMINISTRACION DE LOS RIESGOS FINANCIEROS,5.1
201220,15589446,#N/A,ING0669,ADMINISTRACION DE LOS RIESGOS FINANCIEROS,5.1
201220,15589446,#N/A,ING2112,ETICA,4.2
201220,15589446,#N/A,ING2112,ETICA,4.2
201220,15589446,#N/A,ING6210,MEMORIA,6.7
201220,15589446,#N/A,ING6210,MEMORIA,6.7
201220,15596426,#N/A,ING6210,MEMORIA,6.0
201220,15596426,#N/A,ING6210,MEMORIA,6.0
201220,294,INGI,ING3230,OPERACIONES UNITARIAS,6.0
201220,294,INGI,ING3230,OPERACIONES UNITARIAS,6.0
201220,294,INGI,ING4120,TEAM WORK IN ENGINEERING,4.5
201220,294,INGI,ING4120,TEAM WORK IN ENGINEERING,4.5
201220,294,INGI,ING4240,ECONOMETRIA,5.0
201220,294,INGI,ING4240,ECONOMETRIA,5.0
201220,294,INGI,ING5540,GESTION DE OPERACIONES,4.1
201220,294,INGI,ING5540,GESTION DE OPERACIONES,4.1
201220,294,INGI,ING6110,GESTION ESTRATEGICA,4.2
201220,294,INGI,ING6110,GESTION ESTRATEGICA,4.2
201220,294,INGI,ING6520,EVALUACION DE PROYECTOS,5.1
201220,294,INGI,ING6520,EVALUACION DE PROYECTOS,5.1
201220,15610032,#N/A,FRM3100,TEOLOGIA III,5.1
201220,15610032,#N/A,FRM3100,TEOLOGIA III,5.1
201220,15610032,#N/A,ING6210,MEMORIA,4.5
201220,15610032,#N/A,ING6210,MEMORIA,4.5
201220,15610032,#N/A,ING6410,PROFESSIONAL PAPERS IN ENGINEERING,4.3
201220,15610032,#N/A,ING6410,PROFESSIONAL PAPERS IN ENGINEERING,4.3
201220,15610032,#N/A,ING6520,EVALUACION DE PROYECTOS,5.4
201220,15610032,#N/A,ING6520,EVALUACION DE PROYECTOS,5.4
201220,15610032,#N/A,IOC5160,FUNDACIONES,4.4
201220,15610032,#N/A,IOC5160,FUNDACIONES,4.4
201220,15617528,#N/A,ING0681,ESTUDIO DE CASOS APLICADOS EN GESTION DE OPERACIONES,5.7
201220,15617528,#N/A,ING0681,ESTUDIO DE CASOS APLICADOS EN GESTION DE OPERACIONES,5.7
201220,15617528,#N/A,ING0683,LOGISTICA,5.6
201220,15617528,#N/A,ING0683,LOGISTICA,5.6
201220,15617528,#N/A,ING2112,ETICA,4.3
201220,15617528,#N/A,ING2112,ETICA,4.3
201220,15617528,#N/A,ING6210,MEMORIA,7.0
201220,15617528,#N/A,ING6210,MEMORIA,7.0
201220,15617528,#N/A,ING6410,PROFESSIONAL PAPERS IN ENGINEERING,4.5
201220,15617528,#N/A,ING6410,PROFESSIONAL PAPERS IN ENGINEERING,4.5
201220,735,INGO,FRM2100,TEOLOGIA II,5.6
201220,735,INGO,FRM2100,TEOLOGIA II,5.6
201220,735,INGO,ING3520,ESTADISTICA APLICADA,5.2
201220,735,INGO,ING3520,ESTADISTICA APLICADA,5.2
201220,735,INGO,ING4120,TEAM WORK IN ENGINEERING,4.8
201220,735,INGO,ING4120,TEAM WORK IN ENGINEERING,4.8
201220,735,INGO,ING5530,FINANZAS,4.6
201220,735,INGO,ING5530,FINANZAS,4.6
201220,735,INGO,IOC5160,FUNDACIONES,4.3
201220,735,INGO,IOC5160,FUNDACIONES,4.3
201220,735,INGO,IOC5320,CONSTRUCCION PESADA,5.4
201220,735,INGO,IOC5320,CONSTRUCCION PESADA,5.4
201220,789,INGI,ING4130,BASES DE DATOS APLICADAS,5.3
201220,789,INGI,ING4130,BASES DE DATOS APLICADAS,5.3
201220,789,INGI,ING4220,PROCESOS QUIMICOS,5.2
201220,789,INGI,ING4220,PROCESOS QUIMICOS,5.2
201220,789,INGI,ING4520,PROGRAMACION MATEMATICA,5.0
201220,789,INGI,ING4520,PROGRAMACION MATEMATICA,5.0
201220,789,INGI,ING5240,ORGANIZACION INDUSTRIAL,5.7
201220,789,INGI,ING5240,ORGANIZACION INDUSTRIAL,5.7
201220,789,INGI,ING6520,EVALUACION DE PROYECTOS,5.2
201220,789,INGI,ING6520,EVALUACION DE PROYECTOS,5.2
201220,349,INGI,ICE4230,CONVERSION DE ENERGIA,5.0
201220,349,INGI,ICE4230,CONVERSION DE ENERGIA,5.0
201220,349,INGI,ING0691,INVESTIGACION DE MERCADO,5.5
201220,349,INGI,ING0691,INVESTIGACION DE MERCADO,5.5
201220,349,INGI,ING3230,OPERACIONES UNITARIAS,5.4
201220,349,INGI,ING3230,OPERACIONES UNITARIAS,5.4
201220,349,INGI,ING4240,ECONOMETRIA,4.6
201220,349,INGI,ING4240,ECONOMETRIA,4.6
201220,349,INGI,ING6570,SEMINARIO DE TITULACION,5.5
201220,349,INGI,ING6570,SEMINARIO DE TITULACION,5.5
201220,153,INGO,FRM3100,TEOLOGIA III,5.6
201220,153,INGO,FRM3100,TEOLOGIA III,5.6
201220,153,INGO,IOC0651,ELEMENTOS FINITOS EN PROBLEMAS DE INGENIERIA,6.5
201220,153,INGO,IOC0651,ELEMENTOS FINITOS EN PROBLEMAS DE INGENIERIA,6.5
201220,153,INGO,IOC0670,HORMIGON ARMADO AVANZADO,4.7
201220,153,INGO,IOC0670,HORMIGON ARMADO AVANZADO,4.7
201220,153,INGO,IOC4110,MECANICA DE FLUIDOS APLICADA,5.4
201220,153,INGO,IOC4110,MECANICA DE FLUIDOS APLICADA,5.4
201220,153,INGO,IOC4140,SISTEMA DE TRANSPORTES,4.7
201220,153,INGO,IOC4140,SISTEMA DE TRANSPORTES,4.7
201220,153,INGO,IOC6310,DISEÑO SISMORESISTENTE,5.4
201220,153,INGO,IOC6310,DISEÑO SISMORESISTENTE,5.4
201220,16525455,INGI,ICE3210,ANALISIS DE CIRCUITOS,4.1
201220,16525455,INGI,ICE3210,ANALISIS DE CIRCUITOS,4.1
201220,16525455,INGI,ING0681,ESTUDIO DE CASOS APLICADOS EN GESTION DE OPERACIONES,5.3
201220,16525455,INGI,ING0681,ESTUDIO DE CASOS APLICADOS EN GESTION DE OPERACIONES,5.3
201220,16525455,INGI,ING0683,LOGISTICA,4.3
201220,16525455,INGI,ING0683,LOGISTICA,4.3
201220,16525455,INGI,ING4130,BASES DE DATOS APLICADAS,4.0
201220,16525455,INGI,ING4130,BASES DE DATOS APLICADAS,4.0
201220,16525455,INGI,ING4240,ECONOMETRIA,4.5
201220,16525455,INGI,ING4240,ECONOMETRIA,4.5
201220,16525455,INGI,ING5240,ORGANIZACION INDUSTRIAL,5.1
201220,16525455,INGI,ING5240,ORGANIZACION INDUSTRIAL,5.1
201220,537,INGI,ING0401,MINERIA DE DATOS PARA ANALISIS DE NEGOCIOS,5.1
201220,537,INGI,ING0401,MINERIA DE DATOS PARA ANALISIS DE NEGOCIOS,5.1
201220,537,INGI,ING0669,ADMINISTRACION DE LOS RIESGOS FINANCIEROS,4.3
201220,537,INGI,ING0669,ADMINISTRACION DE LOS RIESGOS FINANCIEROS,4.3
201220,537,INGI,ING0680,ESTUDIO DE CASOS APLICADOS EN FINANZAS,5.0
201220,537,INGI,ING0680,ESTUDIO DE CASOS APLICADOS EN FINANZAS,5.0
201220,537,INGI,ING6560,DISENO ORGANIZACIONAL Y RECURSOS HUMANOS,5.5
201220,537,INGI,ING6560,DISENO ORGANIZACIONAL Y RECURSOS HUMANOS,5.5
201220,537,INGI,ING6570,SEMINARIO DE TITULACION,6.3
201220,537,INGI,ING6570,SEMINARIO DE TITULACION,6.3
201220,17050849,#N/A,ING6210,MEMORIA,7.0
201220,17050849,#N/A,ING6210,MEMORIA,7.0
201220,17050849,#N/A,IOC0670,HORMIGON ARMADO AVANZADO,4.8
201220,17050849,#N/A,IOC0670,HORMIGON ARMADO AVANZADO,4.8
201220,806,INGI,ICE3210,ANALISIS DE CIRCUITOS,4.7
201220,806,INGI,ICE3210,ANALISIS DE CIRCUITOS,4.7
201220,806,INGI,ING3230,OPERACIONES UNITARIAS,5.1
201220,806,INGI,ING3230,OPERACIONES UNITARIAS,5.1
201220,806,INGI,ING3520,ESTADISTICA APLICADA,5.1
201220,806,INGI,ING3520,ESTADISTICA APLICADA,5.1
201220,806,INGI,ING5230,ORAL PERFORMANCE,4.5
201220,806,INGI,ING5230,ORAL PERFORMANCE,4.5
201220,806,INGI,ING5530,FINANZAS,4.7
201220,806,INGI,ING5530,FINANZAS,4.7
201220,806,INGI,ING6410,PROFESSIONAL PAPERS IN ENGINEERING,4.9
201220,806,INGI,ING6410,PROFESSIONAL PAPERS IN ENGINEERING,4.9
201220,17140229,#N/A,ING6210,MEMORIA,7.0
201220,17140229,#N/A,ING6210,MEMORIA,7.0
201220,17147317,#N/A,ING0691,INVESTIGACION DE MERCADO,6.3
201220,17147317,#N/A,ING0691,INVESTIGACION DE MERCADO,6.3
201220,17147317,#N/A,ING6210,MEMORIA,7.0
201220,17147317,#N/A,ING6210,MEMORIA,7.0
201220,17149882,INGO,CEG1004,HISTORIA DE LAS IDEAS: DE LA REVOLUCION FRANCESA A LA ECOLOGIA PROFUNDA,4.7
201220,17149882,INGO,CEG1004,HISTORIA DE LAS IDEAS: DE LA REVOLUCION FRANCESA A LA ECOLOGIA PROFUNDA,4.7
201220,17149882,INGO,CEG2009,"SHAKESPEARE, DEL TEATRO AL CINE",4.1
201220,17149882,INGO,CEG2009,"SHAKESPEARE, DEL TEATRO AL CINE",4.1
201220,17149882,INGO,ING6570,SEMINARIO DE TITULACION,5.3
201220,17149882,INGO,ING6570,SEMINARIO DE TITULACION,5.3
201220,17149882,INGO,IOC0685,PROYECTO DE VIALIDAD URBANA,4.8
201220,17149882,INGO,IOC0685,PROYECTO DE VIALIDAD URBANA,4.8
201220,17149882,INGO,IOC5310,ESTRUCTURAS DE HORMIGON ARMADO,4.3
201220,17149882,INGO,IOC5310,ESTRUCTURAS DE HORMIGON ARMADO,4.3
201220,17149882,INGO,IOC6160,INGENIERIA VIAL,5.4
201220,17149882,INGO,IOC6160,INGENIERIA VIAL,5.4
201220,568,INGO,CEG1004,HISTORIA DE LAS IDEAS: DE LA REVOLUCION FRANCESA A LA ECOLOGIA PROFUNDA,4.4
201220,568,INGO,CEG1004,HISTORIA DE LAS IDEAS: DE LA REVOLUCION FRANCESA A LA ECOLOGIA PROFUNDA,4.4
201220,568,INGO,ING3520,ESTADISTICA APLICADA,4.3
201220,568,INGO,ING3520,ESTADISTICA APLICADA,4.3
201220,568,INGO,ING4110,CALCULO NUMERICO,5.1
201220,568,INGO,ING4110,CALCULO NUMERICO,5.1
201220,568,INGO,ING5411,CRITICAL THOUGHT,4.7
201220,568,INGO,ING5411,CRITICAL THOUGHT,4.7
201220,568,INGO,ING6570,SEMINARIO DE TITULACION,4.8
201220,568,INGO,ING6570,SEMINARIO DE TITULACION,4.8
201220,568,INGO,IOC4110,MECANICA DE FLUIDOS APLICADA,5.0
201220,568,INGO,IOC4110,MECANICA DE FLUIDOS APLICADA,5.0
201220,17155793,#N/A,ING3510,INTRODUCCION A LA OPTIMIZACION,4.9
201220,17155793,#N/A,ING3510,INTRODUCCION A LA OPTIMIZACION,4.9
201220,17155793,#N/A,ING6210,MEMORIA,6.3
201220,17155793,#N/A,ING6210,MEMORIA,6.3
201220,17155793,#N/A,IOC5160,FUNDACIONES,4.5
201220,17155793,#N/A,IOC5160,FUNDACIONES,4.5
201220,17155793,#N/A,IOC6160,INGENIERIA VIAL,5.3
201220,17155793,#N/A,IOC6160,INGENIERIA VIAL,5.3
201220,637,INGI,ING2152,MECANICA RACIONAL II,4.1
201220,637,INGI,ING2152,MECANICA RACIONAL II,4.1
201220,637,INGI,ING3520,ESTADISTICA APLICADA,4.5
201220,637,INGI,ING3520,ESTADISTICA APLICADA,4.5
201220,637,INGI,ING5240,ORGANIZACION INDUSTRIAL,5.5
201220,637,INGI,ING5240,ORGANIZACION INDUSTRIAL,5.5
201220,637,INGI,ING5411,CRITICAL THOUGHT,5.8
201220,637,INGI,ING5411,CRITICAL THOUGHT,5.8
201220,17161516,#N/A,ING0681,ESTUDIO DE CASOS APLICADOS EN GESTION DE OPERACIONES,5.6
201220,17161516,#N/A,ING0681,ESTUDIO DE CASOS APLICADOS EN GESTION DE OPERACIONES,5.6
201220,17161516,#N/A,ING0683,LOGISTICA,5.6
201220,17161516,#N/A,ING0683,LOGISTICA,5.6
